key,feature_group,dev,fid,tx,feature_names,feature_refs,candidate_source
ac_1000_356519998_7,AC,1000,356519998,7,AC_VENTILATION_STATE_SET_lrse_hal_only,Ac.AC_VENTILATION_STATE_SET_lrse_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_359665722_5,AC,1000,359665722,5,AC_COMPRESSOR_MODE_SET_rrse_hal_only,Ac.AC_COMPRESSOR_MODE_SET_rrse_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_359665722_7,AC,1000,359665722,7,AC_COMPRESSOR_MODE_SET_rrse_hal_only,Ac.AC_COMPRESSOR_MODE_SET_rrse_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_359665724_5,AC,1000,359665724,5,AC_CYCLE_MODE_SET_rrse_hal_only,Ac.AC_CYCLE_MODE_SET_rrse_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_359665724_7,AC,1000,359665724,7,AC_CYCLE_MODE_SET_rrse_hal_only,Ac.AC_CYCLE_MODE_SET_rrse_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_359665726_5,AC,1000,359665726,5,AC_VENTILATION_STATE_SET_rrse_hal_only,Ac.AC_VENTILATION_STATE_SET_rrse_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_359665726_7,AC,1000,359665726,7,AC_VENTILATION_STATE_SET_rrse_hal_only,Ac.AC_VENTILATION_STATE_SET_rrse_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412098622_5,AC,1000,412098622,5,AC_RSE_REAR_PANEL_LOCK_STATE_SET,Ac.AC_RSE_REAR_PANEL_LOCK_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412098622_7,AC,1000,412098622,7,AC_RSE_REAR_PANEL_LOCK_STATE_SET,Ac.AC_RSE_REAR_PANEL_LOCK_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102672_5,AC,1000,412102672,5,AC_RSE_WIND_LEVEL_SET,Ac.AC_RSE_WIND_LEVEL_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102672_7,AC,1000,412102672,7,AC_RSE_WIND_LEVEL_SET,Ac.AC_RSE_WIND_LEVEL_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102676_5,AC,1000,412102676,5,AC_RSE_POWER_STATE_SET,Ac.AC_RSE_POWER_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102676_7,AC,1000,412102676,7,AC_RSE_POWER_STATE_SET,Ac.AC_RSE_POWER_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102678_5,AC,1000,412102678,5,AC_RSE_CTRL_MODE_SET,Ac.AC_RSE_CTRL_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102678_7,AC,1000,412102678,7,AC_RSE_CTRL_MODE_SET,Ac.AC_RSE_CTRL_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102688_5,AC,1000,412102688,5,AC_RSE_WIND_MODE_SET,Ac.AC_RSE_WIND_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102688_7,AC,1000,412102688,7,AC_RSE_WIND_MODE_SET,Ac.AC_RSE_WIND_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102692_5,AC,1000,412102692,5,AC_REAR_WIND_LEVEL_SET_hal_only,Ac.AC_REAR_WIND_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102692_7,AC,1000,412102692,7,AC_REAR_WIND_LEVEL_SET_hal_only,Ac.AC_REAR_WIND_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102696_5,AC,1000,412102696,5,AC_REAR_POWER_STATE_SET_hal_only,Ac.AC_REAR_POWER_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102696_7,AC,1000,412102696,7,AC_REAR_POWER_STATE_SET_hal_only,Ac.AC_REAR_POWER_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102698_5,AC,1000,412102698,5,AC_REAR_CTRL_MODE_SET_hal_only,Ac.AC_REAR_CTRL_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102698_7,AC,1000,412102698,7,AC_REAR_CTRL_MODE_SET_hal_only,Ac.AC_REAR_CTRL_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102700_5,AC,1000,412102700,5,AC_REAR_WIND_MODE_SET_hal_only,Ac.AC_REAR_WIND_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102700_7,AC,1000,412102700,7,AC_REAR_WIND_MODE_SET_hal_only,Ac.AC_REAR_WIND_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102704_5,AC,1000,412102704,5,AC_TEMP_REAR_SET_hal_only,Ac.AC_TEMP_REAR_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102704_7,AC,1000,412102704,7,AC_TEMP_REAR_SET_hal_only,Ac.AC_TEMP_REAR_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412102712_5,AC,1000,412102712,5,AC_RSE_TEMP_MAIN_SET,Ac.AC_RSE_TEMP_MAIN_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102712_7,AC,1000,412102712,7,AC_RSE_TEMP_MAIN_SET,Ac.AC_RSE_TEMP_MAIN_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102720_5,AC,1000,412102720,5,AC_RSE_TEMP_DEPUTY_SET,Ac.AC_RSE_TEMP_DEPUTY_SET,fid_catalog_20260804_6e29ad30
ac_1000_412102720_7,AC,1000,412102720,7,AC_RSE_TEMP_DEPUTY_SET,Ac.AC_RSE_TEMP_DEPUTY_SET,fid_catalog_20260804_6e29ad30
ac_1000_412123152_5,AC,1000,412123152,5,AC_RSE_PERFUME_WORKING_STATE_SET,Ac.AC_RSE_PERFUME_WORKING_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412123152_7,AC,1000,412123152,7,AC_RSE_PERFUME_WORKING_STATE_SET,Ac.AC_RSE_PERFUME_WORKING_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412123155_5,AC,1000,412123155,5,AC_RSE_CURRENT_PERFUME_TYPE_SET,Ac.AC_RSE_CURRENT_PERFUME_TYPE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412123155_7,AC,1000,412123155,7,AC_RSE_CURRENT_PERFUME_TYPE_SET,Ac.AC_RSE_CURRENT_PERFUME_TYPE_SET,fid_catalog_20260804_6e29ad30
ac_1000_412123158_5,AC,1000,412123158,5,AC_COOL_HOT_SIGNAL_SET_hal_only,Ac.AC_COOL_HOT_SIGNAL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123158_7,AC,1000,412123158,7,AC_COOL_HOT_SIGNAL_SET_hal_only,Ac.AC_COOL_HOT_SIGNAL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123160_5,AC,1000,412123160,5,AC_REAR_COOL_HOT_SIGNAL_SET_hal_only,Ac.AC_REAR_COOL_HOT_SIGNAL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123160_7,AC,1000,412123160,7,AC_REAR_COOL_HOT_SIGNAL_SET_hal_only,Ac.AC_REAR_COOL_HOT_SIGNAL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123163_5,AC,1000,412123163,5,AC_RSE_PERFUME_WORKING_STATE_SET_hal_only,Ac.AC_RSE_PERFUME_WORKING_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123163_7,AC,1000,412123163,7,AC_RSE_PERFUME_WORKING_STATE_SET_hal_only,Ac.AC_RSE_PERFUME_WORKING_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123168_5,AC,1000,412123168,5,AC_RSE_CURRENT_PERFUME_TYPE_SET_hal_only,Ac.AC_RSE_CURRENT_PERFUME_TYPE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123168_7,AC,1000,412123168,7,AC_RSE_CURRENT_PERFUME_TYPE_SET_hal_only,Ac.AC_RSE_CURRENT_PERFUME_TYPE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123171_5,AC,1000,412123171,5,AC_RSE_CTRL_SOURCE_SET_hal_only,Ac.AC_RSE_CTRL_SOURCE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412123171_7,AC,1000,412123171,7,AC_RSE_CTRL_SOURCE_SET_hal_only,Ac.AC_RSE_CTRL_SOURCE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180522_5,AC,1000,412180522,5,AC_LRSE_REAR_LEFT_SEAT_VENTILATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_VENTILATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180522_7,AC,1000,412180522,7,AC_LRSE_REAR_LEFT_SEAT_VENTILATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_VENTILATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180524_5,AC,1000,412180524,5,AC_LRSE_REAR_LEFT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180524_7,AC,1000,412180524,7,AC_LRSE_REAR_LEFT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180526_5,AC,1000,412180526,5,AC_LRSE_REAR_LEFT_SEAT_HEATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_HEATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180526_7,AC,1000,412180526,7,AC_LRSE_REAR_LEFT_SEAT_HEATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_HEATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180528_5,AC,1000,412180528,5,AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180528_7,AC,1000,412180528,7,AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180530_5,AC,1000,412180530,5,AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180530_7,AC,1000,412180530,7,AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_CONTROL_MODE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180532_5,AC,1000,412180532,5,AC_LRSE_REAR_RIGHT_SEAT_HEATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_HEATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180532_7,AC,1000,412180532,7,AC_LRSE_REAR_RIGHT_SEAT_HEATING_STATUS_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_HEATING_STATUS_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180536_5,AC,1000,412180536,5,AC_LRSE_REAR_LEFT_SEAT_VENTILATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_VENTILATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180536_7,AC,1000,412180536,7,AC_LRSE_REAR_LEFT_SEAT_VENTILATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_VENTILATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180540_5,AC,1000,412180540,5,AC_LRSE_REAR_LEFT_SEAT_HEATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_HEATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180540_7,AC,1000,412180540,7,AC_LRSE_REAR_LEFT_SEAT_HEATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_LEFT_SEAT_HEATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180544_5,AC,1000,412180544,5,AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180544_7,AC,1000,412180544,7,AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_VENTILATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180548_5,AC,1000,412180548,5,AC_LRSE_REAR_RIGHT_SEAT_HEATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_HEATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412180548_7,AC,1000,412180548,7,AC_LRSE_REAR_RIGHT_SEAT_HEATING_LEVEL_SET_hal_only,Ac.AC_LRSE_REAR_RIGHT_SEAT_HEATING_LEVEL_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412184592_5,AC,1000,412184592,5,AC_RSE_MAX_COOLING_STATE_SET_hal_only,Ac.AC_RSE_MAX_COOLING_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412184592_7,AC,1000,412184592,7,AC_RSE_MAX_COOLING_STATE_SET_hal_only,Ac.AC_RSE_MAX_COOLING_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412184594_5,AC,1000,412184594,5,AC_RSE_DEFROST_REAR_STATE_SET_hal_only,Ac.AC_RSE_DEFROST_REAR_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412184594_7,AC,1000,412184594,7,AC_RSE_DEFROST_REAR_STATE_SET_hal_only,Ac.AC_RSE_DEFROST_REAR_STATE_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412184598_5,AC,1000,412184598,5,AC_RSE_QUICK_CLEAN_AIR_SET_hal_only,Ac.AC_RSE_QUICK_CLEAN_AIR_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_412184598_7,AC,1000,412184598,7,AC_RSE_QUICK_CLEAN_AIR_SET_hal_only,Ac.AC_RSE_QUICK_CLEAN_AIR_SET_hal_only,fid_catalog_20260804_6e29ad30
ac_1000_489705531_5,AC,1000,489705531,5,AC_THIRD_ROW_SWITCH_ATOM,Ac.AC_THIRD_ROW_SWITCH_ATOM,fid_catalog_20260804_6e29ad30
ac_1000_489705531_7,AC,1000,489705531,7,AC_THIRD_ROW_SWITCH_ATOM,Ac.AC_THIRD_ROW_SWITCH_ATOM,fid_catalog_20260804_6e29ad30
ac_1000_489709592_5,AC,1000,489709592,5,AC_THIRD_ROW_AIR_ATOM,Ac.AC_THIRD_ROW_AIR_ATOM,fid_catalog_20260804_6e29ad30
ac_1000_489709592_7,AC,1000,489709592,7,AC_THIRD_ROW_AIR_ATOM,Ac.AC_THIRD_ROW_AIR_ATOM,fid_catalog_20260804_6e29ad30
ac_1000_489709593_5,AC,1000,489709593,5,AC_THIRD_ROW_TEMPERATURE_ATOM,Ac.AC_THIRD_ROW_TEMPERATURE_ATOM,fid_catalog_20260804_6e29ad30
ac_1000_489709593_7,AC,1000,489709593,7,AC_THIRD_ROW_TEMPERATURE_ATOM,Ac.AC_THIRD_ROW_TEMPERATURE_ATOM,fid_catalog_20260804_6e29ad30
ac_1000_501219336_5,AC,1000,501219336,5,AC_WIND_MODE_SET,Ac.AC_WIND_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219336_7,AC,1000,501219336,7,AC_WIND_MODE_SET,Ac.AC_WIND_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219340_5,AC,1000,501219340,5,AC_WIND_LEVEL_SET,Ac.AC_WIND_LEVEL_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219340_7,AC,1000,501219340,7,AC_WIND_LEVEL_SET,Ac.AC_WIND_LEVEL_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219344_5,AC,1000,501219344,5,AC_COMPRESSOR_MODE_SET,Ac.AC_COMPRESSOR_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219344_7,AC,1000,501219344,7,AC_COMPRESSOR_MODE_SET,Ac.AC_COMPRESSOR_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219346_5,AC,1000,501219346,5,AC_TEMPCTRL_SEPARATE_STATE_SET,Ac.AC_TEMPCTRL_SEPARATE_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219346_7,AC,1000,501219346,7,AC_TEMPCTRL_SEPARATE_STATE_SET,Ac.AC_TEMPCTRL_SEPARATE_STATE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219349_5,AC,1000,501219349,5,AC_CTRL_SOURCE_SET,Ac.AC_CTRL_SOURCE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219349_7,AC,1000,501219349,7,AC_CTRL_SOURCE_SET,Ac.AC_CTRL_SOURCE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219352_5,AC,1000,501219352,5,AC_CTRL_MODE_SET,Ac.AC_CTRL_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219352_7,AC,1000,501219352,7,AC_CTRL_MODE_SET,Ac.AC_CTRL_MODE_SET,fid_catalog_20260804_6e29ad30
ac_1000_501219355_5,AC,1000,501219355,5,AC_CYCLE_MODE_SET,Ac.AC_CYCLE_MODE_SET,fid_catalog_20260804_6e29ad30
